50,4
100,17
150,39
200,67
250,102
300,141
350,195
400,252
450,322
500,395
550,479
600,561
650,661
700,758
750,882
800,1010
850,1137
900,1275
950,1422
1000,1572
1050,1722
1100,1885
1150,2068
1200,2237
1250,2441
1300,2650
1350,2867
1400,3061
1450,3307
1500,3482
1550,3767
1600,4003
1650,4256
1700,4510
1750,4789
1800,5092
1850,5359
1900,5674
1950,5973
2000,6238
2050,6653
2100,6956
2150,7250
2200,7536
2250,7875
2300,8262
2350,8577
2400,8994
2450,9409
2500,9743
2550,10249
2600,10638
2650,11028
2700,11452
2750,11909
2800,12348
2850,12756
2900,13222
2950,13660
3000,14063
3050,14595
3100,15062
3150,15491
3200,16067
3250,16542
3300,17014
3350,17588
3400,18453
3450,18896
3500,19165
3550,19746
3600,20262
3650,20764
3700,21343
3750,21847
3800,22479
3850,23314
3900,23886
3950,24628
4000,25166
4050,25941
4100,26478
4150,27206
4200,27856
4250,28413
4300,29005
4350,29693
4400,30610
4450,30921
4500,31487
4550,32225
4600,33092
4650,33969
4700,34728
4750,35772
4800,36664
4850,37160
4900,37729
4950,38427
5000,38996
5050,39564
5100,40367
5150,41262
5200,42073
5250,43113
5300,43976
5350,44770
5400,45546
5450,46432
5500,47319
5550,48198
5600,49072
5650,49849
5700,50404
5750,51596
5800,52636
5850,53489
5900,54328
5950,55143
6000,55775
6050,56856
6100,57848
6150,59105
6200,59952
6250,60581
6300,61605
6350,62606
6400,63547
6450,64539
6500,65736
6550,66605
6600,67671
6650,68680
6700,70221
6750,71189
6800,72266
6850,73264
6900,73756
6950,74912
7000,75937
7050,76993
7100,78287
7150,79455
7200,80400
7250,81457
7300,82818
7350,84091
7400,84684
7450,83104
7500,84283
7550,85423
7600,86443
7650,87557
7700,88710
7750,89839
7800,91006
7850,92484
7900,93355
7950,94566
8000,95747
8050,96958
8100,98148
8150,99384
8200,100560
8250,101810
8300,103003
8350,104291
8400,105541
8450,106812
8500,108067
8550,109332
8600,110609
8650,111923
8700,113203
8750,114496
8800,115954
8850,117193
8900,118479
8950,119801
9000,121127
9050,122497
9100,123884
9150,125205
9200,126576
9250,128041
9300,128907
9350,130243
9400,131625
9450,133039
9500,134467
9550,135879
9600,137322
9650,138756
9700,140174
9750,141719
9800,143094
9850,144558
9900,146020
9950,147625
